user,credit_record_status,job_yrs,home_type,loan_months,age,marital_status,job_type,debt,loan_amt,price_of_good
MilleMonroe,BAD,0,OWNER,60,34,MARRIED,FIXED,0,1700,2329
grrain,BAD,9,OWNER,60,35,MARRIED,FIXED,0,1500,1562
deepakpanigrahy,GOOD,19,RENT,60,41,MARRIED,FIXED,0,1450,1564
zecik,GOOD,8,RENT,36,33,MARRIED,FIXED,0,1000,1187
xstrawberry007x,GOOD,10,RENT,48,56,MARRIED,FREELANCE,0,1000,1000
carmendamodle,BAD,6,OWNER,60,38,MARRIED,FREELANCE,0,480,1481
Cara_Elliott,GOOD,9,RENT,36,34,SINGLE,FIXED,0,800,1064
Rasmenia,BAD,13,OWNER,36,35,MARRIED,FIXED,0,450,450
kcbutcher,BAD,0,RENT,48,30,MARRIED,PARTTIME,0,1300,1582
berticus,GOOD,8,OWNER,48,26,SINGLE,FIXED,0,500,1800
NascarJames,BAD,7,OWNER,48,22,MARRIED,FREELANCE,0,1100,1729
aliaaliaalia,BAD,10,OWNER,12,25,SINGLE,FREELANCE,0,675,1387
_xstudx_,GOOD,1,OWNER,30,26,SINGLE,FIXED,0,700,1340
MzYun,BAD,10,RENT,48,34,MARRIED,FIXED,0,1200,1215
ChantalNuijten,BAD,0,OWNER,60,32,MARRIED,FIXED,0,1300,1350
BobbySouth,GOOD,6,RENT,60,34,WIDOW,FIXED,0,1100,1700
mrjet,BAD,1,OWNER,48,25,SINGLE,PARTTIME,0,1000,1041
CASSYCAT32,GOOD,4,RENT,54,27,MARRIED,FIXED,0,900,1132
LauraCoulthard,GOOD,0,OWNER,36,26,MARRIED,PARTTIME,0,1000,1426
babyiloveeeyou,BAD,4,OWNER,60,24,SINGLE,PARTTIME,0,900,1777
jodilynch,GOOD,3,OWNER,48,26,SINGLE,FIXED,0,1100,2080
eatmydazzledust,GOOD,6,OWNER,60,63,MARRIED,FIXED,0,610,1027
jadiiesbiscuits,BAD,1,RENT,48,37,WIDOW,FIXED,0,900,1312
kyriolexy3,GOOD,4,OWNER,12,28,MARRIED,FIXED,0,250,1000
sexe_doc,BAD,1,RENT,60,25,MARRIED,FREELANCE,0,1000,1310
Gaga2c,BAD,5,OWNER,48,25,SINGLE,FIXED,0,1000,1154
ellybelles,GOOD,25,RENT,42,61,MARRIED,FIXED,0,750,830
dirtyslut,GOOD,1,RENT,48,42,MARRIED,FIXED,0,1350,1819
chrissyjoamodeo,GOOD,16,OWNER,48,35,WIDOW,FIXED,0,500,862
insideuxiz,BAD,6,OWNER,60,38,MARRIED,FIXED,0,1175,1800
mc_cayetano,BAD,8,RENT,60,28,MARRIED,FIXED,0,1900,2530
acc123,BAD,0,OWNER,36,21,SINGLE,FIXED,0,690,790
KrystaMarie11,GOOD,18,RENT,60,52,MARRIED,FIXED,0,800,1235
ItsTiffaniBishh,GOOD,11,OWNER,60,37,MARRIED,FIXED,0,1150,1230
Kopedan,GOOD,2,OWNER,60,26,SINGLE,FIXED,0,1000,1724
wdonohue,GOOD,1,OWNER,60,30,SINGLE,FIXED,0,1000,1156
ali89246,GOOD,0,OWNER,42,24,SINGLE,FIXED,0,800,1450
dramakween9221,GOOD,1,OWNER,60,22,SINGLE,FIXED,0,1000,1466
Beastwad,BAD,0,OWNER,48,25,MARRIED,FIXED,0,1900,1900
mlmtxag02,GOOD,1,RENT,36,37,MARRIED,FREELANCE,0,850,998
HildeSofie,BAD,0,OWNER,60,20,SINGLE,FIXED,0,1570,1575
clairemv,GOOD,10,RENT,48,38,MARRIED,FREELANCE,0,700,1386
Meaganbeastie,GOOD,2,OWNER,24,21,SINGLE,FREELANCE,0,250,355
insanebetty,BAD,2,RENT,60,32,MARRIED,FIXED,0,1650,1688
Mels52,GOOD,0,RENT,60,29,MARRIED,PARTTIME,0,1000,1055
homelessdragon,GOOD,19,RENT,18,39,SINGLE,FIXED,0,450,997
k_beezy,BAD,3,RENT,24,22,SINGLE,FREELANCE,0,700,950
mandymiller,BAD,25,OWNER,60,64,MARRIED,FIXED,0,2047,2946
JacksSally,GOOD,2,RENT,60,28,SINGLE,FIXED,0,1300,1333
ChikitkaBananek,GOOD,3,OWNER,36,21,SINGLE,PARTTIME,0,750,850
beckahbenalquin,BAD,6,RENT,36,41,MARRIED,FREELANCE,0,775,875
stinebeann,BAD,3,RENT,60,48,WIDOW,FIXED,0,1000,1077
janie1962,BAD,4,OWNER,60,25,SINGLE,PARTTIME,0,1400,1661
Harlequin66,GOOD,0,OWNER,48,27,SINGLE,FIXED,0,900,1216
anthony_natoli,GOOD,15,OWNER,48,40,SINGLE,FIXED,0,1000,1399
dkmorales,GOOD,1,RENT,36,34,WIDOW,FIXED,0,700,700
rawitat,GOOD,10,RENT,48,36,MARRIED,FIXED,0,978,1338
Haffiz22,GOOD,1,RENT,60,24,MARRIED,FIXED,0,800,1137
chriscim,GOOD,5,RENT,12,35,MARRIED,FREELANCE,0,300,700
CodyD2010,GOOD,3,OWNER,60,55,MARRIED,FIXED,0,600,864
kleemans13,BAD,4,OWNER,60,38,WIDOW,FIXED,0,1300,1500
serge_turtle,BAD,3,RENT,18,30,MARRIED,FREELANCE,0,300,425
Lab49Marie,GOOD,3,RENT,48,36,MARRIED,FIXED,0,1900,2100
vickieeee,GOOD,0,OWNER,36,26,SINGLE,FIXED,0,600,994
gobabygoFL,BAD,8,RENT,60,25,MARRIED,FIXED,0,600,1364
pray4tidalwaves,BAD,2,OWNER,60,25,WIDOW,PARTTIME,0,900,1111
Shampooks,BAD,0,OWNER,60,47,WIDOW,FREELANCE,0,1500,1600
sheilerz,GOOD,2,OWNER,24,26,SINGLE,FIXED,0,325,450
NDGrinder,BAD,1,RENT,60,31,WIDOW,FIXED,0,500,1300
annienmcnulty,BAD,4,OWNER,48,25,SINGLE,FIXED,0,700,814
corybidan,GOOD,17,RENT,24,49,MARRIED,FREELANCE,0,600,1104
mcgregke,BAD,2,OWNER,36,24,SINGLE,FIXED,0,1000,1150
Debbie_160,GOOD,0,RENT,48,36,MARRIED,FIXED,0,1150,1485
winnsaw,BAD,5,OWNER,36,45,MARRIED,FIXED,0,2375,2875
sean1yim,GOOD,1,RENT,48,39,MARRIED,FIXED,0,1300,1600
amarabeda,BAD,1,OWNER,48,24,SINGLE,FIXED,0,900,1061
ericcalvo,GOOD,3,OWNER,36,31,MARRIED,FIXED,0,1450,1700
Nylajoli,GOOD,4,RENT,36,32,MARRIED,FIXED,0,300,500
MeLouisT,BAD,0,OWNER,60,31,MARRIED,FIXED,0,1450,1604
clairecookie,GOOD,0,OWNER,48,21,SINGLE,FIXED,0,1000,1091
tatunga,GOOD,1,RENT,60,21,MARRIED,FIXED,0,1275,1381
emilytipton,GOOD,15,RENT,48,40,MARRIED,FIXED,0,1100,1498
bernoulie,GOOD,11,OWNER,36,29,SINGLE,FIXED,0,600,1314
phabio123,GOOD,1,RENT,36,44,MARRIED,FIXED,0,1000,2275
fobeeyo,BAD,1,RENT,36,27,SINGLE,FIXED,0,1000,1350
JaneyHutchinson,GOOD,11,RENT,60,28,SINGLE,FIXED,0,900,1399
ms_dandelion,BAD,1,RENT,48,29,MARRIED,PARTTIME,0,1300,2262
ShoookChiswick,BAD,1,OWNER,42,24,SINGLE,FIXED,0,1200,1616
Baijor,GOOD,3,RENT,36,27,MARRIED,FIXED,0,325,400
sarabarrett,BAD,5,RENT,36,22,SINGLE,FIXED,0,850,870
IAmMissLee,GOOD,9,OWNER,36,32,SINGLE,FIXED,0,1000,1725
parabs,GOOD,1,OWNER,24,22,SINGLE,PARTTIME,0,150,400
ismangil,BAD,2,RENT,48,36,WIDOW,FIXED,0,750,1350
eljefe29,GOOD,0,RENT,24,23,SINGLE,FIXED,0,125,125
pamelaidea,BAD,2,RENT,12,47,MARRIED,FIXED,0,350,450
justyrae,BAD,2,RENT,60,36,WIDOW,FREELANCE,0,2000,2676
keithjjones,GOOD,4,RENT,60,24,MARRIED,FIXED,0,1300,1700
teeniespy,BAD,2,RENT,24,23,SINGLE,FREELANCE,0,750,900
Pipia,GOOD,1,RENT,60,38,MARRIED,PARTTIME,0,1450,1593
tiolitos,GOOD,13,OWNER,60,27,MARRIED,FIXED,0,950,1152
bahahn,BAD,1,RENT,36,25,MARRIED,FIXED,0,500,646
Butt3rRican,GOOD,6,RENT,60,23,MARRIED,FIXED,0,1000,1209
hepr6,GOOD,5,OWNER,60,24,SINGLE,FIXED,0,1030,1068
hugoburge,GOOD,15,OWNER,36,40,MARRIED,FREELANCE,0,375,375
Kirstin426,GOOD,5,OWNER,18,22,SINGLE,FIXED,0,600,1132
missrachelgold,GOOD,2,OWNER,60,25,SINGLE,FIXED,0,860,959
Ursula_Anne,GOOD,11,OWNER,12,29,MARRIED,FIXED,0,600,1683
jfinik,GOOD,6,OWNER,36,24,SINGLE,FIXED,0,380,490
joeede,GOOD,3,OWNER,48,27,MARRIED,FIXED,0,1150,1575
DiAlarid,GOOD,8,OWNER,42,27,SINGLE,FIXED,0,400,1418
nanuarti,GOOD,11,OWNER,12,41,SINGLE,FIXED,0,1000,1300
sexanaid,BAD,0,RENT,36,24,SINGLE,PARTTIME,0,375,575
cheerlollypop,GOOD,4,OWNER,18,29,MARRIED,FREELANCE,0,175,225
missymidge,BAD,1,RENT,60,24,MARRIED,FIXED,0,1530,1586
Chaziie,GOOD,8,OWNER,60,24,SINGLE,FREELANCE,0,900,996
Rachy46,GOOD,3,OWNER,48,22,SINGLE,FIXED,0,1100,1382
gabbyortanez,GOOD,5,OWNER,36,54,MARRIED,FIXED,0,800,1180
sjeangarcia,BAD,3,RENT,48,33,SINGLE,FREELANCE,0,1350,1518
HelenFlicka,BAD,3,RENT,60,31,MARRIED,FIXED,0,1150,1152
Debaaa,GOOD,2,OWNER,60,22,SINGLE,FIXED,0,1100,1481
mannkind,GOOD,1,RENT,48,27,MARRIED,FREELANCE,0,1700,1985
JewlznAZ,BAD,1,RENT,60,29,MARRIED,FIXED,0,1350,1743
ilikepenis,GOOD,22,OWNER,36,40,MARRIED,FIXED,0,1000,1688
g_lifted,GOOD,5,OWNER,36,28,SINGLE,FREELANCE,0,875,950
marianeanareli,BAD,8,OWNER,36,29,MARRIED,FIXED,0,800,1000
broken_thought,BAD,0,OWNER,36,26,SINGLE,PARTTIME,0,550,600
AyrieKitty,GOOD,6,OWNER,30,22,SINGLE,FIXED,0,1086,1086
amotion,GOOD,6,OWNER,60,28,WIDOW,FIXED,0,1500,1878
bocillovelife,GOOD,2,OWNER,36,25,SINGLE,FIXED,0,600,1104
dotKoen,BAD,1,RENT,60,41,MARRIED,FIXED,0,850,882
chefcutie,BAD,6,RENT,60,28,MARRIED,FIXED,0,1700,1700
chris_crocker_,BAD,0,OWNER,60,22,SINGLE,PARTTIME,0,1350,1400
nallepuh38,BAD,0,OWNER,60,25,MARRIED,FIXED,0,1400,1557
spranostar,GOOD,22,RENT,60,51,MARRIED,FIXED,0,1300,1347
RAWDUKE,GOOD,1,OWNER,36,19,SINGLE,PARTTIME,0,1200,1426
lisa_marieg,GOOD,2,OWNER,48,19,SINGLE,PARTTIME,0,900,1045
spyder_byte,BAD,1,RENT,48,36,MARRIED,PARTTIME,0,1550,1839
markltbaker,GOOD,2,RENT,60,29,SINGLE,FIXED,0,1100,1100
louispattison,GOOD,4,OWNER,60,28,MARRIED,FIXED,0,1150,1630
EntropyLake,GOOD,1,RENT,18,33,MARRIED,FREELANCE,0,600,1150
asbigasthesky,BAD,5,RENT,60,37,MARRIED,FIXED,0,2200,2538
gruzel109,GOOD,1,RENT,48,28,MARRIED,FREELANCE,0,400,1415
thirtylies,GOOD,18,OWNER,60,43,MARRIED,FIXED,0,2000,2240
fintileonita,GOOD,0,OWNER,36,24,SINGLE,FREELANCE,0,500,1400
esotericaqua,BAD,10,OWNER,60,30,WIDOW,FIXED,0,280,855
mrkschan,BAD,0,OWNER,60,33,MARRIED,PARTTIME,0,2000,3467
stargazer8,GOOD,2,RENT,60,45,MARRIED,FREELANCE,0,850,1044
jordan23capp,GOOD,0,RENT,36,26,MARRIED,FIXED,0,575,650
Nufayl,GOOD,35,OWNER,60,54,MARRIED,FIXED,0,950,1164
Melli_B,GOOD,6,RENT,12,33,MARRIED,FIXED,0,500,1500
DomoTaka,BAD,3,RENT,60,31,MARRIED,PARTTIME,0,1500,1537
RafaelAlpizar,BAD,0,RENT,48,44,MARRIED,FREELANCE,0,600,700
B_glad,BAD,0,OWNER,60,40,MARRIED,FREELANCE,0,1200,1380
30H3_DTM,BAD,9,RENT,60,30,SINGLE,FIXED,0,600,1054
lonewriter001,GOOD,1,RENT,36,43,MARRIED,FIXED,0,550,590
aarondimaano,GOOD,2,RENT,60,34,MARRIED,FIXED,0,1100,1378
skbenja,BAD,2,OWNER,60,54,SINGLE,FREELANCE,0,600,847
aamybelle,BAD,0,OWNER,60,43,MARRIED,FIXED,0,1200,1285
sarahditum,BAD,4,OWNER,36,24,SINGLE,FREELANCE,0,1500,4500
analeti,BAD,0,OWNER,60,23,SINGLE,FREELANCE,0,1340,1340
sc5419,GOOD,10,RENT,60,31,MARRIED,FIXED,0,1600,1796
Semper_Fly,BAD,0,OWNER,36,37,MARRIED,FREELANCE,0,500,800
SabineWorld,BAD,0,RENT,48,21,SINGLE,PARTTIME,0,1500,1575
jababi,GOOD,3,OWNER,60,28,SINGLE,FIXED,0,700,873
DAZZLEJ,GOOD,2,OWNER,36,44,MARRIED,FREELANCE,0,800,800
Sagogryn,GOOD,11,RENT,60,28,MARRIED,FIXED,0,1225,1360
CrazyMuse,GOOD,1,OWNER,36,23,SINGLE,PARTTIME,0,500,550
iknowkevin,BAD,1,OWNER,48,25,SINGLE,FREELANCE,0,1800,1809
davicious,GOOD,8,OWNER,60,24,SINGLE,FIXED,0,1250,1500
melissareich,BAD,0,RENT,36,54,MARRIED,FREELANCE,0,2100,2100
mahimaaa,BAD,7,RENT,60,49,MARRIED,FIXED,0,1300,1500
Bmh7191,BAD,2,OWNER,30,25,MARRIED,FREELANCE,0,250,550
snowmansam,GOOD,10,OWNER,60,31,MARRIED,FIXED,0,1200,1682
Tartanlegs,BAD,0,OWNER,36,24,MARRIED,PARTTIME,0,800,1250
MaddieBug13,BAD,1,RENT,60,24,MARRIED,FIXED,0,1350,1427
justtryin954,GOOD,0,OWNER,18,22,SINGLE,PARTTIME,0,175,475
cambeezy,GOOD,1,RENT,36,27,MARRIED,FIXED,0,1000,1300
katluvsya_91,GOOD,3,OWNER,60,30,SINGLE,FIXED,0,750,829
melmelh,BAD,1,RENT,48,23,SINGLE,FREELANCE,0,1200,1366
Pasiphae9,BAD,0,RENT,48,32,SINGLE,FIXED,0,800,1566
sandyrai,GOOD,2,OWNER,48,29,SINGLE,FIXED,0,700,1100
lealoo78,GOOD,6,RENT,60,46,MARRIED,FIXED,0,1245,1503
melissalatchem,BAD,11,OWNER,48,50,MARRIED,FIXED,0,1500,1637
Disowned_child,BAD,4,OWNER,12,30,SINGLE,FREELANCE,0,350,999
altealice,GOOD,5,OWNER,60,21,SINGLE,FIXED,0,1100,1134
anas11,BAD,1,OWNER,48,35,WIDOW,FIXED,0,1300,1696
ILuuuvMusic,GOOD,2,OWNER,48,39,WIDOW,FIXED,0,550,2340
dianadoodoo,GOOD,2,RENT,48,31,MARRIED,FIXED,0,970,1273
madain12,GOOD,2,OWNER,36,24,MARRIED,FIXED,0,900,1555
mkbolz,GOOD,37,OWNER,36,52,MARRIED,FIXED,0,1510,1625
sanjayranjay666,BAD,0,RENT,48,39,MARRIED,FREELANCE,0,700,987
Swindeezy,BAD,6,RENT,48,37,MARRIED,FIXED,0,887,887
jenhartz,BAD,4,RENT,36,27,WIDOW,FIXED,0,1300,1700
KitzuRane,GOOD,3,OWNER,36,22,SINGLE,FIXED,0,1000,1629
stephhxatl,BAD,4,RENT,48,26,SINGLE,FIXED,0,1500,1756
jeyluh,BAD,14,RENT,60,46,MARRIED,FREELANCE,0,1700,2210
emilialong1,BAD,0,RENT,48,37,MARRIED,PARTTIME,0,1870,2217
fletcherfiles,GOOD,20,RENT,36,57,MARRIED,FREELANCE,0,475,500
krislilave,BAD,1,RENT,48,33,WIDOW,FIXED,0,1300,1573
ashleerene,GOOD,2,OWNER,30,23,SINGLE,FIXED,0,600,1127
oxlightmyfirexo,GOOD,7,RENT,60,24,SINGLE,FIXED,0,1100,1519
iSIHUA,GOOD,7,OWNER,48,43,MARRIED,FIXED,0,1350,1519
stupid1st,GOOD,13,RENT,60,41,SINGLE,FIXED,0,940,1379
cheziggy,GOOD,2,OWNER,48,28,SINGLE,FIXED,0,650,1379
DavidBedwell,GOOD,3,RENT,48,29,MARRIED,FIXED,0,800,889
CBooVincent,BAD,4,RENT,48,26,SINGLE,FREELANCE,0,1100,1335
TATTeredartist,GOOD,41,OWNER,24,59,MARRIED,FIXED,0,500,1633
PoliticalGamer,GOOD,1,RENT,6,25,SINGLE,FIXED,0,200,600
karencoghlan,GOOD,2,OWNER,60,28,SINGLE,FIXED,0,1600,1739
MickenzieHyatt,GOOD,2,OWNER,60,25,SINGLE,FIXED,0,1300,1785
Branden_Bravo,GOOD,11,OWNER,60,41,WIDOW,FIXED,0,1250,1549
HyperCard,GOOD,1,RENT,36,28,SINGLE,FIXED,0,1200,1599
ZizaMadchen,GOOD,1,RENT,36,29,MARRIED,FREELANCE,0,500,1686
raciedo,BAD,0,OWNER,60,46,SINGLE,FIXED,0,1400,1490
blondaaayx,BAD,2,OWNER,60,37,MARRIED,FIXED,0,1385,1385
tillyxengineer,BAD,14,RENT,60,63,MARRIED,FIXED,0,1400,1496
BethP781,BAD,0,RENT,36,18,SINGLE,PARTTIME,0,500,500
Caddy06_88,GOOD,6,RENT,36,24,MARRIED,FIXED,0,1000,1064
MusicELINE,GOOD,14,RENT,48,29,MARRIED,FIXED,0,800,1210
jeannielite,BAD,0,OWNER,48,28,WIDOW,FIXED,0,1300,2058
aliickzz,GOOD,1,OWNER,60,25,SINGLE,FIXED,0,1100,1222
SugarDolls,GOOD,4,OWNER,36,27,SINGLE,FIXED,0,700,975
MissSarahMokone,GOOD,17,OWNER,36,43,MARRIED,FIXED,0,1000,2355
LaurenFlick,GOOD,6,OWNER,60,38,SINGLE,FIXED,0,1200,1823
methel,BAD,3,OWNER,60,21,SINGLE,FIXED,0,1400,1646
iAMonFYAH,BAD,0,RENT,60,19,SINGLE,FIXED,0,1200,1503
Ess_Jay_,GOOD,17,RENT,48,36,MARRIED,FIXED,0,1000,1295
kingivn,BAD,10,OWNER,36,44,MARRIED,FREELANCE,0,1300,2276
TallulaHales,BAD,0,OWNER,60,27,SINGLE,FIXED,0,1500,1601
xiiemusic,GOOD,8,OWNER,48,24,MARRIED,FIXED,0,770,1129
OC909,BAD,0,OWNER,42,23,SINGLE,PARTTIME,0,1100,1135
jansloth,GOOD,23,RENT,24,47,SINGLE,FIXED,0,350,975
justinpledger,BAD,0,RENT,36,32,MARRIED,FREELANCE,0,1000,1304
knnmmara,GOOD,8,OWNER,60,33,MARRIED,FREELANCE,0,1200,1506
kelsixkx,BAD,8,OWNER,48,29,SINGLE,FREELANCE,0,1145,1145
sspycher,GOOD,2,OWNER,36,21,SINGLE,PARTTIME,0,300,495
KathCim,GOOD,5,RENT,36,27,MARRIED,FIXED,0,560,1163
Sweetness317,GOOD,5,OWNER,36,50,MARRIED,FREELANCE,0,1000,1279
Kennyajk,GOOD,3,RENT,48,51,MARRIED,FREELANCE,0,1200,1240
mikearthur,GOOD,5,RENT,36,39,MARRIED,FIXED,0,1400,3959
clorenzoni,BAD,0,OWNER,60,31,SINGLE,PARTTIME,0,900,982
sowhat28,BAD,12,RENT,60,37,MARRIED,FREELANCE,0,1300,1850
shelbywillis,BAD,2,RENT,60,33,MARRIED,FIXED,0,1350,1364
tabi_tinkerbell,BAD,4,RENT,36,34,MARRIED,FIXED,0,900,1150
kaariegirl,GOOD,13,OWNER,36,38,WIDOW,FIXED,0,525,625
XxEmilayahxX,GOOD,0,OWNER,36,20,SINGLE,PARTTIME,0,450,500
merulapie,GOOD,20,RENT,60,61,MARRIED,FIXED,0,1475,1475
CitizenMurder,GOOD,5,RENT,60,31,MARRIED,FIXED,0,830,1700
morningstar428,GOOD,8,RENT,60,26,MARRIED,FIXED,0,1400,1538
dil_emma,GOOD,0,OWNER,48,23,SINGLE,FIXED,0,1000,1294
CesyaSlaughter,GOOD,7,OWNER,60,27,SINGLE,FREELANCE,0,1000,1678
rahzo,GOOD,1,OWNER,60,26,SINGLE,FIXED,0,1000,1297
RikkePedersen,BAD,0,RENT,36,23,MARRIED,PARTTIME,0,450,450
natealcantara,GOOD,8,RENT,24,32,MARRIED,FIXED,0,750,1258
mccanna,GOOD,2,RENT,36,42,SINGLE,FIXED,0,800,870
Lindsee,GOOD,2,RENT,24,26,SINGLE,FREELANCE,0,600,1097
Katie1026,BAD,0,RENT,24,23,MARRIED,FIXED,0,425,590
alter_gree,GOOD,3,OWNER,60,19,SINGLE,FIXED,0,1100,1387
gidget3am,BAD,3,OWNER,48,23,SINGLE,FREELANCE,0,1100,1427
Goldae,BAD,3,OWNER,60,32,SINGLE,FIXED,0,2000,2050
nikkimurder,BAD,1,OWNER,24,21,SINGLE,FIXED,0,900,1486
jamie_rich,GOOD,7,RENT,36,33,WIDOW,FIXED,0,645,895
twihard2012,GOOD,3,RENT,60,29,MARRIED,FIXED,0,930,1007
tgcynthia,GOOD,2,OWNER,60,39,SINGLE,FIXED,0,1250,1499
antipax,GOOD,18,RENT,36,41,SINGLE,FREELANCE,0,750,1077
MaKenzieTaylor,GOOD,1,RENT,48,24,MARRIED,PARTTIME,0,1500,1935
TeresePink,GOOD,1,RENT,48,34,MARRIED,FIXED,0,600,1074
grachececilio,BAD,0,RENT,60,25,SINGLE,PARTTIME,0,1200,1460
Just_Deni,GOOD,19,OWNER,60,34,SINGLE,FIXED,0,1000,1097
Bergefurdsfarm,BAD,0,RENT,36,18,SINGLE,FREELANCE,0,300,350
YoungStew123,GOOD,9,OWNER,60,31,MARRIED,FIXED,0,1500,1700
v_lambillotte,GOOD,4,OWNER,36,20,SINGLE,FIXED,0,550,587
mmacrae81,GOOD,5,OWNER,36,28,MARRIED,FIXED,0,1160,1959
dugpol,BAD,0,RENT,36,22,SINGLE,PARTTIME,0,430,550
CharlyWarley,GOOD,4,OWNER,36,28,MARRIED,FIXED,0,1000,1300
seismicshed,GOOD,3,RENT,36,21,SINGLE,FIXED,0,400,500
gartley,BAD,0,OWNER,36,35,SINGLE,FREELANCE,0,875,950
SianyXD,GOOD,1,RENT,60,25,MARRIED,PARTTIME,0,1000,1050
Mboko,GOOD,0,RENT,12,22,SINGLE,FREELANCE,0,700,1665
ladynastydotnet,GOOD,8,RENT,60,46,MARRIED,FREELANCE,0,1000,1359
xtinabobina,GOOD,16,RENT,48,32,SINGLE,FIXED,0,800,1224
mamabeachbum,GOOD,2,RENT,48,29,SINGLE,FIXED,0,1000,1179
dabitch,GOOD,0,OWNER,60,31,MARRIED,FREELANCE,0,1500,2084
CallMeMsSarah,BAD,0,OWNER,36,19,SINGLE,FREELANCE,0,400,495
craigyboy118,BAD,1,OWNER,60,21,SINGLE,PARTTIME,0,1100,1480
JessicaGanzhorn,BAD,3,OWNER,60,25,MARRIED,FIXED,0,1300,1332
nalalee,BAD,0,RENT,48,20,SINGLE,PARTTIME,0,1100,1289
IGird,GOOD,3,OWNER,60,23,SINGLE,FIXED,0,800,1111
KoL_lover,GOOD,2,RENT,60,49,MARRIED,FIXED,0,1500,1550
awhitehouse,GOOD,0,RENT,60,46,WIDOW,FIXED,0,940,1149
lindsaymyhran,GOOD,7,OWNER,60,25,SINGLE,FIXED,0,1100,1340
kylelynch66,GOOD,10,RENT,36,36,WIDOW,FREELANCE,0,1000,1700
souffie,GOOD,4,RENT,60,25,MARRIED,FIXED,0,1250,1399
surfreda,BAD,3,RENT,60,32,MARRIED,FIXED,0,1100,1226
TDRFans,GOOD,3,RENT,24,32,MARRIED,FIXED,0,400,450
gatorlar,GOOD,0,OWNER,48,22,SINGLE,FREELANCE,0,4000,4500
JadenLeeBasser,GOOD,5,OWNER,18,65,MARRIED,FREELANCE,0,375,675
kelly050,GOOD,8,RENT,48,36,MARRIED,FIXED,0,830,939
yee_itsLYNARD,GOOD,6,RENT,60,31,SINGLE,FIXED,0,800,946
WeeMage,GOOD,18,OWNER,60,42,WIDOW,FIXED,0,1000,1025
pongneng07,BAD,6,RENT,60,38,MARRIED,FIXED,0,1100,1303
anetnomad,GOOD,6,OWNER,18,25,MARRIED,FIXED,0,1250,1890
mjgrantz,GOOD,18,RENT,60,37,MARRIED,FIXED,0,1300,1345
shanatthemoment,GOOD,18,RENT,48,53,MARRIED,FIXED,0,1340,1345
BeckyEnsor,BAD,5,RENT,48,31,MARRIED,FIXED,0,800,1707
aparanjape,BAD,2,RENT,18,46,MARRIED,FIXED,0,200,380
azureblue21,GOOD,14,OWNER,60,40,MARRIED,FIXED,0,1100,1565
Tiffaney1115,GOOD,1,OWNER,36,24,SINGLE,FIXED,0,700,1067
boouwhore,BAD,1,RENT,60,36,MARRIED,PARTTIME,0,1100,1184
gr1teacher,BAD,1,RENT,60,31,WIDOW,PARTTIME,0,1200,1265
SochieLeiha,BAD,8,RENT,48,30,SINGLE,FIXED,0,1650,1659
hutch2009,BAD,3,RENT,48,39,MARRIED,FIXED,0,1250,1609
regina2594,BAD,24,OWNER,60,41,MARRIED,FREELANCE,0,2200,2428
kylemazur,BAD,0,OWNER,60,33,MARRIED,FREELANCE,0,2000,2235
RobinFlame,GOOD,3,OWNER,48,29,WIDOW,FIXED,0,900,1263
Gaara_Sama_Suna,GOOD,12,RENT,48,36,MARRIED,FIXED,0,1800,2272
kelren5,BAD,1,RENT,24,24,SINGLE,PARTTIME,0,500,550
electricprophet,BAD,0,OWNER,18,19,SINGLE,FIXED,0,650,650
kyna_,GOOD,12,RENT,36,30,MARRIED,FIXED,0,1500,2700
suself,GOOD,13,OWNER,60,34,SINGLE,FIXED,0,750,775
nimrodsari,BAD,8,OWNER,36,39,MARRIED,FIXED,0,450,550
Sammie2011,BAD,5,OWNER,48,20,SINGLE,FREELANCE,0,2500,3542
Icytwatter,BAD,3,OWNER,60,34,SINGLE,PARTTIME,0,1100,1265
May_faeriesrk,BAD,0,RENT,60,38,MARRIED,FREELANCE,0,1300,1636
JOnathan_imo,GOOD,14,OWNER,60,32,MARRIED,FIXED,0,1150,1273
PatrickBiggs,GOOD,11,RENT,12,29,SINGLE,FIXED,0,700,1667
crystalpaul,GOOD,3,OWNER,48,28,MARRIED,FIXED,0,1000,2057
pandastick,GOOD,6,RENT,60,34,MARRIED,FIXED,0,800,2263
lynnkale,BAD,0,RENT,60,38,MARRIED,PARTTIME,0,1000,1235
asharachal,GOOD,0,OWNER,60,22,SINGLE,PARTTIME,0,1100,1131
IxchelSchool,GOOD,1,RENT,6,38,MARRIED,PARTTIME,0,125,375
misskaulitz483,GOOD,1,OWNER,48,21,SINGLE,FIXED,0,850,1195
DreDaRealest,GOOD,0,OWNER,36,26,MARRIED,FIXED,0,725,775
roy758,GOOD,5,OWNER,24,31,SINGLE,FIXED,0,200,1447
misspyt,GOOD,3,OWNER,36,37,MARRIED,FIXED,0,1500,2315
meademfields,BAD,6,OWNER,60,30,MARRIED,FIXED,0,1300,1388
minutemonkey,BAD,18,RENT,24,35,MARRIED,PARTTIME,0,600,888
brooke_v,GOOD,10,RENT,18,34,WIDOW,FIXED,0,800,2215
JanetGilchrist,BAD,11,RENT,24,38,MARRIED,FIXED,0,270,1676
Jessi728,BAD,0,OWNER,60,36,SINGLE,FIXED,0,1600,1678
v_a_n_e_s_s_a_s,BAD,1,RENT,60,22,SINGLE,FIXED,0,1600,1989
